0000	DISCOVERED_ATTACK	0021	white	11	Discovered attack at move 11	Bc1	ph6	Nd2f1	1	0	-
0000	DISCOVERED_ATTACK	0028	black	14	Discovered attack at move 14	bb7	Pe4	nc6a5	1	0	-
0000	DISCOVERED_ATTACK	0032	black	16	Discovered attack at move 16	qe7	Pe4	pe5d4	1	0	-
0000	DISCOVERED_ATTACK	0040	black	20	Discovered attack at move 20	re8	Pe4	qe7f8	1	0	-
0000	DISCOVERED_ATTACK	0041	white	21	Discovered attack at move 21	Be3	pc5	Pd4d5	1	0	-
0000	DISCOVERED_ATTACK	0042	black	21	Discovered attack at move 21	bb7	Pd5	nc6b8	1	0	-
0000	DISCOVERED_ATTACK	0054	black	27	Discovered attack at move 27	bb7	Pe4	nd5c3	1	0	-
0000	DISCOVERED_ATTACK	0059	white	30	Discovered attack at move 30	Rd1	pd6	Bd3b5	1	0	-
0000	DISCOVERED_ATTACK	0067	white	34	Discovered attack at move 34	Rd1	rd7	Nd2e4	1	0	-
0000	DISCOVERED_ATTACK	0077	white	39	Discovered attack at move 39	Qf4	bd4	Ne4d6	1	0	-
0000	DISCOVERED_ATTACK	0096	black	48	Discovered attack at move 48	qf6	Kf1	bf2e3	1	0	-
0000	DISCOVERED_CHECK	0096	black	48	Discovered check at move 48	qf6	Kf1	bf2e3	1	0	-
0001	DISCOVERED_ATTACK	0010	black	5	Discovered attack at move 5	bg7	Pd4	nf6e4	1	0	-
0001	DISCOVERED_ATTACK	0014	black	7	Discovered attack at move 7	qd8	Ng5	pe7e6	1	0	-
0001	DISCOVERED_ATTACK	0029	white	15	Discovered attack at move 15	Rc1	pc7	Nc3a4	1	0	-
0001	DISCOVERED_ATTACK	0030	black	15	Discovered attack at move 15	qe7	Pe3	be6f5	1	0	-
0001	DISCOVERED_ATTACK	0036	black	18	Discovered attack at move 18	bg7	Pd4	nf6e4	1	0	-
0001	DISCOVERED_ATTACK	0038	black	19	Discovered attack at move 19	qe7	Pe3	ne4c5	1	0	-
0001	DISCOVERED_ATTACK	0047	white	24	Discovered attack at move 24	Be2	ph5	Nf3e5	1	0	-
0001	DISCOVERED_ATTACK	0053	white	27	Discovered attack at move 27	Qd4	pb6	Rc5c3	1	0	-
0001	DISCOVERED_ATTACK	0086	black	43	Discovered attack at move 43	qe7	Pe5	be6f5	1	0	-
0002	CHECKMATE	0116	black	58	Checkmate at move 58	bh6	Ke3	bf8h6	0	1	-
0002	DISCOVERED_ATTACK	0021	white	11	Discovered attack at move 11	Bc1	ph6	Nd2f1	1	0	-
0002	DISCOVERED_ATTACK	0028	black	14	Discovered attack at move 14	bb7	Pe4	nc6a5	1	0	-
0002	DISCOVERED_ATTACK	0031	white	16	Discovered attack at move 16	Be3	pc5	Pd4d5	1	0	-
0002	DISCOVERED_ATTACK	0048	black	24	Discovered attack at move 24	bd7	Ph3	pf5f4	1	0	-
0002	DISCOVERED_ATTACK	0089	white	45	Discovered attack at move 45	Re1	pe4	Be2c4	1	0	-
0002	DISCOVERED_ATTACK	0094	black	47	Discovered attack at move 47	rf6	Pf3	pf4e3	1	0	-
0002	DISCOVERED_ATTACK	0109	white	55	Discovered attack at move 55	Qg2	rb2	Ne2f4	1	0	-
0002	DISCOVERED_ATTACK	0113	white	57	Discovered attack at move 57	Rd1	qh1	Kf1e2	1	0	-
0002	OVERLOADED_PIECE	0060	black	30	Overloaded piece at move 30	Pg2	Pf3	-	0	0	-
0002	OVERLOADED_PIECE	0060	black	30	Overloaded piece at move 30	Pg2	Ph3	-	0	0	-
0003	DISCOVERED_ATTACK	0010	black	5	Discovered attack at move 5	bg7	Pd4	nf6e4	1	0	-
0003	DISCOVERED_ATTACK	0014	black	7	Discovered attack at move 7	qd8	Ng5	pe7e6	1	0	-
0003	DISCOVERED_ATTACK	0030	black	15	Discovered attack at move 15	ra8	Pa3	pa5b4	1	0	-
0003	DISCOVERED_ATTACK	0045	white	23	Discovered attack at move 23	Rc1	qc5	Nc3e2	1	0	-
0003	DISCOVERED_ATTACK	0047	white	24	Discovered attack at move 24	Qd1	pd5	Bd3c2	1	0	-
0003	DISCOVERED_ATTACK	0049	white	25	Discovered attack at move 25	Qd1	ph5	Ne2d4	1	0	-
0003	DISCOVERED_ATTACK	0050	black	25	Discovered attack at move 25	bg7	Nd4	nf6d7	1	0	-
0003	DISCOVERED_ATTACK	0051	white	26	Discovered attack at move 26	Qd1	pd5	Nd4f3	1	0	-
0003	DISCOVERED_ATTACK	0063	white	32	Discovered attack at move 32	Qd1	pd5	Rd2a2	1	0	-
0003	DISCOVERED_ATTACK	0089	white	45	Discovered attack at move 45	Be2	ph5	Nf3e5	1	0	-
0003	DISCOVERED_ATTACK	0097	white	49	Discovered attack at move 49	Rb7	pf7	Nd7b8	1	0	-
0003	DISCOVERED_ATTACK	0158	black	79	Discovered attack at move 79	rf2	Kf6	kf4e4	1	0	-
0003	DISCOVERED_CHECK	0158	black	79	Discovered check at move 79	rf2	Kf6	kf4e4	1	0	-
0004	DISCOVERED_ATTACK	0021	white	11	Discovered attack at move 11	Bc1	ph6	Nd2f1	1	0	-
0004	DISCOVERED_ATTACK	0028	black	14	Discovered attack at move 14	bb7	Pe4	nc6a5	1	0	-
0004	DISCOVERED_ATTACK	0031	white	16	Discovered attack at move 16	Be3	pc5	Pd4d5	1	0	-
0004	DISCOVERED_ATTACK	0060	black	30	Discovered attack at move 30	rd7	Qa7	nb7d8	1	0	-
0004	DISCOVERED_ATTACK	0105	white	53	Discovered attack at move 53	Rf7	pf3	Bf4d6	1	0	-
0005	DISCOVERED_ATTACK	0012	black	6	Discovered attack at move 6	qd8	Pd2	pd7c6	1	0	-
0005	DISCOVERED_ATTACK	0024	black	12	Discovered attack at move 12	rd8	Pd3	nd7c5	1	0	-
0005	OVERLOADED_PIECE	0050	black	25	Overloaded piece at move 25	Pg2	Nf3	-	0	0	-
0005	OVERLOADED_PIECE	0050	black	25	Overloaded piece at move 25	Pg2	Ph3	-	0	0	-
0006	DISCOVERED_ATTACK	0021	white	11	Discovered attack at move 11	Bc1	ph6	Nd2f1	1	0	-
0006	DISCOVERED_ATTACK	0025	white	13	Discovered attack at move 13	Re1	pe5	Pe4d5	1	0	-
